rating,review
5,"<p property=""reviewBody"" id=""review_302437155"">
Super ! Must see ! Better than the cathedral! Go at sunset or during mass to have a glance at the lightings, spectacular !
</p>"
5,"<p property=""reviewBody"" id=""review_306050126"">
This church follows the tradition of Brasilia of avant-garde architecture, it's in fact hard to believe you're in a church when walking in.
</p>"
5,"<p property=""reviewBody"" id=""review_308604229"">
This is not a typical catholic church; and you don´t have to be religious to feel a different atmosphere inside. It makes you feel like if you were underwater or maybe another dimension. So it is a place to visit when travelling to Brasilia.
</p>"
5,"<p property=""reviewBody"" id=""review_308717267"">
A must see if you are in Brasilia. Very beautiful and better than the cathedral. Easy to access and open most days.
</p>"
4,"<p property=""reviewBody"" id=""review_309308698"">
This concrete cube only reveals its beauty once you get inside, high stained-glass panels illuminate the whole interior in a stunning, serene blue light.
</p>"
5,"<p property=""reviewBody"" id=""review_309586910"">
Visited as part of a city tour. Such a great feeling when I enter. Calming blue colours and classical music in the background. Wish I could have stayed longer!
</p>"
4,"<p property=""reviewBody"" id=""review_315037507"">
The place is about having a rest from the noise, dust, heat and light outside. That alone in Brasília certainly deserves a 'thank you' to the creator.
</p>"
4,"<p property=""reviewBody"" id=""review_315830001"">
The building is very plain on the outside but a spectacular sight inside, it is a real surprise to behold.
</p>"
5,"<p property=""reviewBody"" id=""review_120721289"">
Wonderful place, worth to spend a full day, especially at physics, math at 3rd and 4th floor. The day I visited was too noisy because of little school kids, but it`s understandable: I don`t know a nice similar modern museum like that in Brazil.
</p>"
5,"<p property=""reviewBody"" id=""review_316574669"">
A must go temple! <br>If possible, go there on Fridays and Saturdays, so you may get lucky to see the temple decorated for a wedding.
</p>"
5,"<p property=""reviewBody"" id=""review_119523565"">
This museum is the best in Porto legre. It is an interactive museum with many attractions that can be shared between parents and children. There is no better attraction in Porto Alegre.
</p>"
5,"<p property=""reviewBody"" id=""review_460138279"">
A museum that tells the story of President Juscelino Kubitschek, who executed the construction of Brasilia, the new capital of Brazil, in 1960. There are the memories of the construction of the Federal Capital, as well as the life of one of the greatest Presidents that Brazil had in your story.
</p>"
5,"<p property=""reviewBody"" id=""review_460775751"">
A must to see. Beautiful architecture and Nice museum. Beautiful ceiling above the grave. All staff members are in white.<br>History of the president.
</p>"
5,"<p property=""reviewBody"" id=""review_468239839"">
Must see<br><br>Small but very wonderful. Must see. Feel the staff members...are great people...great people
</p>"
5,"<p property=""reviewBody"" id=""review_417102973"">
Great sand formations that setup an excellent backdrop for great pictures. Nature's maze formed by erosion. Clean nice beach.
</p>"
4,"<p property=""reviewBody"" id=""review_417575801"">
The beach itself is beautiful, but the herds of tourists walking with Portuguese-only speaking guides takes a bit of the beauty out of the place. I did not find the buggy rides to be necessary, walking on the beach was lovely. Beautiful scenery, but very tourist-y.
</p>"
5,"<p property=""reviewBody"" id=""review_420690346"">
Very beautiful scenery, but the kids wanted to swim, so we cut short to Praia das Fontes (most tour companies offer this as a 2 in 1 tour, buggy ride not included in the price)where there is a gorgeous beach, not too busy, with lagunes and also canyon like rock formations that border the beach
</p>"
4,"<p property=""reviewBody"" id=""review_437403852"">
Travelled here on a whim because I'm not a big fan on beaches but heard that this one was different and the bus ticket wasn't expensive. The journey took about two hours and once I got there was hit by the awesome sand dunes and rock faces. Didn't bother to get a guide or anything because it would have been expensive by myself so just walked around by myself, just enjoyed the scenery from different vantage points. The only down point was the large number of groups all walking around together but that's expected in a touristic place. The way back was slightly confusing because I was waiting for the bus in what looked like a bus stop and even had a timetable and after about half an hour a taxi driver took pity on me, and told me the buses hardly stopped there and dropped me off to the bus station for 3 Brazilian Reals when in reality it would have been somewhere around 20. Just shows the generosity of most of the Brazilian people :)
</p>"
5,"<p property=""reviewBody"" id=""review_428754428"">
To be honest I was not expecting such a wonderful place although I have read lots of good reviews on Trip Advisor. <br>The best thing to do is to go by the morning and stay there for the day. There is no good options of restaurant and another kind of entertainment around (except if you will stay in one of the fancy hotels nearby), otherwise the best option is stay in Fortaleza and go to spend the day.
</p>"
4,"<p property=""reviewBody"" id=""review_440143455"">
This is a great sight for those who are interested in natural landscapes can provide. In the cleavages one can see what time have done to the sand, layer by layer. We skipped the tour guides, because the were annoyingly pushy and went for a stroll by ourselves. The food was good.
</p>"
5,"<p property=""reviewBody"" id=""review_299151958"">
If you are in Brasilia you should go and visit this church! In the Center of the church you´re able to see a chandelier with 7.400 pieces of Murano glass with 3 Ton and 5 meters large. During the night this huge sheen is the only source of light inside of the temple.<br>Time of mass: <br>Monday to Saturday: 7 am and 6 pm; <br>Sunday: 8 am, 11am, 6 pm, and 7:30 pm<br>I really recommend
</p>"
5,"<p property=""reviewBody"" id=""review_445227624"">
Amazing views from the beach and from the cliffs. <br>I do recommend cliff walking, sightseeings, crazy dune's buggy tours. It is amazing and so cheap!
</p>"
5,"<p property=""reviewBody"" id=""review_279461802"">
strange church all blue glass 360 degrees around very nice inside looking out nice atmosphere inside
</p>"
5,"<p property=""reviewBody"" id=""review_281691299"">
Interior beautiful and a delightful surprise from concrete exterior. 4 walls of mainly blue stained glass designed to look like sky at night
</p>"
5,"<p property=""reviewBody"" id=""review_286922434"">
A peaceful church whose only light comes through blue stained glass from ceiling to floor in all four walls creating a fantastic blue atmosphere not seen anywhere else.
</p>"
4,"<p property=""reviewBody"" id=""review_286358840"">
If or when you are in need of a bit of calm and serenity when in Brasilia, this is definitely the place to go. For most of the time it is not busy and one can very easily sit there in total silence, bathed in a surrealistic blue light. It is not the same size as many of the other well know cathedrals or churches but definitely worth a visit. a last piece of advise - don't be in a rush or a hurry when going there.
</p>"
5,"<p property=""reviewBody"" id=""review_287198027"">
from the outside seems odd but once you enter the building its just amazing. The stained glass windows are just amazing! Inside you feel that you are in a spiritual place indeed. Definitely worth a visited
</p>"
4,"<p property=""reviewBody"" id=""review_286499371"">
The prettiest stained glass I've ever seen. The whole room is like a wall of sparkle and the chandelier in the center is gorgeous. Well worth a visit.
</p>"
4,"<p property=""reviewBody"" id=""review_287261714"">
Everytime I visit this church with friends I don't tell them exactly what to expect. The look om their face when they enter and get overwhelmed by the blue is worth a picture. One of the must-sees of Brasilia.
</p>"
5,"<p property=""reviewBody"" id=""review_293924719"">
Absolutely beautiful. You must see it to appreciate it. The sun shining through the small stained glass pieces looked magical.
</p>"
5,"<p property=""reviewBody"" id=""review_294121331"">
A modern and beautiful church. Visiting the day you'll see the sun light thought the stained glass, and visiting at night the light of the amazing chandelier!!!
</p>"
5,"<p property=""reviewBody"" id=""review_448947422"">
If you are near Fortaleza and want some more quiet beaches, stop by Morro Branco. I absolutely love that beach and recommend it.
</p>"
5,"<p property=""reviewBody"" id=""review_365899383"">
great beach<br>day trip from Fortaleza or spend a few night there<br>quaint beach front town<br>tour the colored sand dunes<br><br>enjoy meal at beach hut (barraca)
</p>"
5,"<p property=""reviewBody"" id=""review_369384939"">
Forget whatever you know, you must to go there to believe. Breathless view, there is no way to describe.
</p>"
5,"<p property=""reviewBody"" id=""review_367049136"">
my family owned a house in Marina do Morro Branco so I spent part of my childhood there. I have only very positive memories from this place. There are several inns and restaurants close to the beach. The beaches of morro branco are gorgeous and the landscapes from the falesias are stunning. It's not far from Fortaleza: it's about 1 hour away.
</p>"
4,"<p property=""reviewBody"" id=""review_381995446"">
Beautifull Beach, walking and seeing the ""Falésias"" was great, but pay attention: there is there an artisan that writes in sand anything you want. His name is João, he works In the place where is a lot of little shops. The guide may not tell you about him, because they are always In a hurry to get rid of us.
</p>"
4,"<p property=""reviewBody"" id=""review_384734597"">
Drove up the coast along the beach from Porto das Dunas to Morro Branco. Such a cool trip but you must have a local with knowledge of the route. Don't go on your own. <br><br>Well worth the trip if you can find a guild to take you at low tide. A great day trip from Fortaleza. <br><br><br>See the photos - they were even filming a Novela onsite!
</p>"
5,"<p property=""reviewBody"" id=""review_384805867"">
What a great place to get away from busy Fortaleza. Lovely beach with warm waters and the amazing falesias are a must see. We did a couple of buggy trips and love them too.
</p>"
5,"<p property=""reviewBody"" id=""review_385055884"">
We took a buggy ride, which is not really necessary to see the falesias. You can walk for about 200 m to get there from the restaurants. It is a great ride, though.
</p>"
4,"<p property=""reviewBody"" id=""review_278754185"">
There's two ways to look at this place from my opinion, If your Catholic, its a must see on your tour of churches around the world. It's peaceful and relaxing just to sit there and look at the beautiful and unique blue stain glass and chandelier. If your a photographer and your into architectural photography it a must. It will definitely challenge you and when your done just enjoy this beautiful place.
</p>"
3,"<p property=""reviewBody"" id=""review_397339886"">
Very attractive Beach for wind Sports lovers.Nice food and one of all seasons weather to have.Although not the best accomodations.
</p>"
4,"<p property=""reviewBody"" id=""review_389737115"">
All you see are sunset cliffs the clear water sea and white sand.<br><br>We took a ""buggy"" trip from Morro Branco to Canoa Quebrada via the beaches and white dunes. It was quite an experience!
</p>"
5,"<p property=""reviewBody"" id=""review_400909536"">
Morro Branco is an absolutely stunning place! This is one of the most beautiful places I have visited. If you are in the northeastern part of Brazil, this is a must see. The dune buggy ride makes it even that much more enjoyable. The Canyons have seven different colors of sand. From white to purple to red. Of note many places charge for the bus ride and then you have to pay extra for the dune buggies. The only thing is there is no way to enjoy Morro Branco without riding a dune buggy. Just make sure you know this before hand as it adds to the cost of the trip.
</p>"
5,"<p property=""reviewBody"" id=""review_257614847"">
This church is like no other with its full blue lighted interior that. Ales it an unprecedented spiritual,place. Must -see for photographers
</p>"
4,"<p property=""reviewBody"" id=""review_259243183"">
Not part of the. Classic Niemeyer tour, this is a beautiful church with amazing windows. Located centrally , worth to be included in your tour
</p>"
5,"<p property=""reviewBody"" id=""review_259800551"">
Don't expect to be blown away when you are outside. However, once inside it is truly an awesome place due to the light diffused by its stained-glass walls all around this huge square space. The chandelier is another real masterpiece. This church honors the memory of an Italian priest, who dreamt about the future capital of Brazil in the 19th century.
</p>"
4,"<p property=""reviewBody"" id=""review_266692287"">
We visited this modern church built in the late 60's on a Sunday afternoon at 1:00 after mass had finished. (Best to avoid during 8 a.m. and 11 a.m. mass). Traffic was almost non existent and there was plenty of places to park within the gates. You pass through impressive carved brass doors with the patron Saint John Dom Bosco's dreams like the "" two columns"" and "" the road to hell."" The colbalt blue stained glass takes your breath away. Immediately you feel simultaneously calm and invigorated. The glass was made in Sao Paolo and chandelier in Murano, Italy. Sit in the pews and enjoy the feeling of being submerged in the deep blue ocean. Before leaving pass by the statue of Italian priest Dom Bosco carved from Italian Carrara marble. The church has hints of European cathedrals with gothic arches, burnished doors and a wooden crucifix but don't come here looking for paintings or religious relics. Visit this church to be awed by glass and light and leave feeling like you glimpsed heaven.
</p>"
5,"<p property=""reviewBody"" id=""review_266698107"">
An unique space. The big sanctuary is enlightened through its amazing walls of stained glass on 12 different shades of blue. I do not know if it enlightens the soul on a religious way but it certainly fulfills your desires for great visual pleasure!
</p>"
5,"<p property=""reviewBody"" id=""review_261373006"">
Definitively the ""Sainte Chapelle"" of Brasilia, 500 years after that of Paris! If you have one thing to see in Brasilia, this is it!
</p>"
5,"<p property=""reviewBody"" id=""review_264568747"">
What can I say?? A must see in Brasilia! This comes from someone who's rarely amazed by churches. This one doesn't look much like a church outside, but inside....Must see!
</p>"
3,"<p property=""reviewBody"" id=""review_271881346"">
I remember it as a very interesting spot with a great vista of the city...its been a while since I have been there but at night I believe you can see the city lights and stars quite clearly.
</p>"
5,"<p property=""reviewBody"" id=""review_270990045"">
One of the most unique and beautiful churches I have seen. Try to see it with the chandelier on. It's absolutely stunning.
</p>"
5,"<p property=""reviewBody"" id=""review_466398346"">
This is a great option. Walk past the labyrinths and you will come to a wonderful and small natural pool.<br>
</p>"
4,"<p property=""reviewBody"" id=""review_365886609"">
Nice day trip, we went there on the three beaches tour from Fortaleza. It was part of the buggy tour, well worth the money.
</p>"
5,"<p property=""reviewBody"" id=""review_338223191"">
One of the best beaches in fortaleza, for sure. so beautiful, not that crowded and, as always, a nice weather. its worth the visit
</p>"
4,"<p property=""reviewBody"" id=""review_295590712"">
Incredible experiencia, i took a lot of beautiful photos. The view is amazing and adorable place to spend a day.
</p>"
4,"<p property=""reviewBody"" id=""review_303936866"">
Post card environment and well worth a visit. Part of the never ending beach that cover the north-east region.
</p>"
5,"<p property=""reviewBody"" id=""review_343823463"">
Beautiful master piece of nature with its collor of blue from the sky, green from the sea and palm trees, orange and brown from earth and white from sand dunnes and clouds
</p>"
5,"<p property=""reviewBody"" id=""review_348701480"">
Our family had fabulous time here. The locals are very polite and helpful. The beach is beautiful. Restaurants had plenty choices and price was fair. Flies are common this time of the year and very inconvenient. They were the worst when we ordered seafood. Other than that, all was great!
</p>"
5,"<p property=""reviewBody"" id=""review_355162793"">
Close to Fortaleza, around 80km away. I went late after going to canoa quebrada, but it worth a whole day! I will definitely come back to enjoy the day! The cliffs are amazing with sand of different colors! Very unique place! A must go!
</p>"
5,"<p property=""reviewBody"" id=""review_359556205"">
Wow, truly breathtaking-just like the pics you see. We did a tour then rode the dune buggies. Finished off with a seafood lunch then got pretty lost driving back to Fortaleza. There was no such thing as wifi or signals or anything. The navigation system in the car we rented was terrible! Not even sure how we found our way back to the hotel.
</p>"
4,"<p property=""reviewBody"" id=""review_256709319"">
Was a little tougher to find (taxi nearly took me to a whole other Dom Bosco) and was rather busy when I went). The building is actually more beautiful on the inside as you get the full effect of the tall slender stained glass windows.
</p>"
5,"<p property=""reviewBody"" id=""review_243110714"">
This cathedral was AMAZING and beautiful. It was definitely my favorite place in Brasilia. It would be a shame to go to Brasilia and not see this gem.
</p>"
5,"<p property=""reviewBody"" id=""review_244182832"">
If you have the time to visit this place then do it! So beautiful!! It's not just another church... it is a piece of art!
</p>"
5,"<p property=""reviewBody"" id=""review_243197977"">
Absolutely beautiful - as you go through the doors you enter a magical world of light, colour and tranquillity. Try and wait for a time when there are very few people there and drink up the atmosphere of serinity by yourself - an absolute must if you are in Brazilia
</p>"
5,"<p property=""reviewBody"" id=""review_244608778"">
Out of the 13 countries I have visited to, and all of the churches I have seen (including Vatican city), Sanutario Dom Bosco is by far the most beautiful, modern church I have ever seen! Definitely a must see!!!
</p>"
4,"<p property=""reviewBody"" id=""review_247431597"">
This church is located apart from most of the tourist attractions in Brasilia. It's a working church. My sister was married here. Parking is available on the side. There is no tour, per se, but there are a few signs explaining the features of the church. You basically have the freedom to wander around, respectively. We took pictures all over as did others. Courtesy dictates that all discussions are done quietly. I have visited this church numerous times as it's easy to get visitors into this attraction.
</p>"
5,"<p property=""reviewBody"" id=""review_248855549"">
We visited during the last rays of the sun and were overwhelmed by the blue beauty of the thousands of blue glass panes. It is really inspiring and looking up at the giant statue of Dom Bosco gives you the feeling of his power. Know his name in my country because of a boys' home. It reminds me of St. Chapelle in Paris. As dusk fell the massive chandelier lit up adding to the incredible beauty. The ceiling is also a work of art. Do not miss seeing this place.
</p>"
5,"<p property=""reviewBody"" id=""review_250827734"">
beautiful church, concrete construction, with wonderful blue glass windows. definitely unusual and very soothing
</p>"
5,"<p property=""reviewBody"" id=""review_254842715"">
Amazing blue stained glasses. Try to visit it during the day and at night in order to get both effects of the sunlight from outside as the chandelier after dark.
</p>"
5,"<p property=""reviewBody"" id=""review_256399630"">
The sanctuary is a symbol for all D. Bosco's children who studied in the many Salesianos schools worldwide.<br><br>It's a very large concrete structure with tall purple-ish vitriol that illuminates the inside with a soothing color.
</p>"
4,"<p property=""reviewBody"" id=""review_360135807"">
The colorful cliffs make a lovely contrast with the colors of sky and sea. It's worth walking through the ""labirinto"" and watch the view from above. The ""buggy"" drivers insist that you should buy the tour ride, which is pretty cool, but not necessary if you prefer to just see some of the cliffs and enjoy the beach. The entrance to the ""labirinto"" is just 600 meters from where you park the car, you can go walking and the access is free.
</p>"
5,"<p property=""reviewBody"" id=""review_361827490"">
This is an amazing place to found in Beneribe from our way to Canoa Quebrada beach. At only 1 hour from Fortaleza you find this amazing place with millions of years of sand forms in colors from white to red sand. Is worth a stop for a stroll and several funny pics!
</p>"
3,"<p property=""reviewBody"" id=""review_388892157"">
A very big park downtown. Need a place to walk, ride your bike or roller skate? There's no better place. Crowded on weekends and holidays.
</p>"
5,"<p property=""reviewBody"" id=""review_467173840"">
Beautiful place,is a must see it!<br>We spend a morning there on a tour there on our way to canoa quebrada.....o wish we could stay more
</p>"
4,"<p property=""reviewBody"" id=""review_247081119"">
Morro Branco is a stunning beach area about an hour south of Fortaleza. There's a weird labyrinth created by giant sand dunes, and many caves and waterfalls pop up further along the beach. You can book a day trip there through most of the hotels in Fortaleza. It's not too expensive, and a great alternative to the city beaches. Buggy rides to local attractions, quad rentals, microlight flights, rides on jangadas.
</p>"
4,"<p property=""reviewBody"" id=""review_248387388"">
Well, Ceara is a very beautiful state. <br>Some of its beaches have the most unforgettable landscapes. One of my faves is Morro Branco Beach, about 1 hour car ride from Fortaleza toward the east side of the state. <br>You can take a tour by buggy or on foot, following some local tour guide. <br>The day I was there, the tide was too high and the waves were very strong, so I didn't get into the water. But I totally recommend visiting this place.
</p>"
4,"<p property=""reviewBody"" id=""review_252155444"">
For me, this beach is worth visit mostly for the scenic view you get from above the cliffs. Take some pictures and enjoy the beautiful view.<br>You can also walk through the cliff maze, towards the beach, and if you are on a buggy tour, get back on the buggy for more fun.<br>I've visited this beach as part of a buggy tour, that I strongly recommend (be careful though to pick certified buggy driver to avoid accidents)
</p>"
5,"<p property=""reviewBody"" id=""review_259411673"">
Can not describe what this place is.... Very popular in Brazil due to several movies and soap operas scenario. Chepaer than Canoa Quebrada and for me and my wife, much more beautifull too.
</p>"
5,"<p property=""reviewBody"" id=""review_259613280"">
It's about 80 minutes' drive from Fortaleza, well worth the time considering the amazing landscape. The only negative of the trip was the stop at the ""Centro Artesanal das Rendeiras de Aquiraz"" - you can by the same things in Fortaleza, it was a waste of time.
</p>"
3,"<p property=""reviewBody"" id=""review_267438581"">
Morro Branco is only one more beach, a good beach but only one more. The Pedras Amarelas is very beautiful if you go to Morro Branco you must see the Pedras Amarelas.
</p>"
4,"<p property=""reviewBody"" id=""review_271434567"">
Rent a car in Fortaleza and hit the road to the city of Beberibe (you can set this destination at your GPS) to explore this nice beach and the cliffs.<br>It is a small town where you can buy craftwork, have something to eat and drink by the beach and take a short walk to the beautiful cliffs.<br>You can also contract a 2.5 hour beach buggy tour that takes you around to see other beaches (in fact I didn't do it because I didn't think it was very safe).<br>It's a nice place to spend the day and the road is in a very good condition.
</p>"
5,"<p property=""reviewBody"" id=""review_227193663"">
I loved this church, it doesn't look like much from the outside, but inside the windows are amazing!
</p>"
4,"<p property=""reviewBody"" id=""review_226069009"">
Go visit it at night, around 7 pm. It is much more worth it. If possible, attend a mass in there... The atmosphere is really nice.
</p>"
5,"<p property=""reviewBody"" id=""review_227226710"">
It´s something you´ve never seen before!<br>The lights, the colour,.. so beautiful. It has a big chandelier inside.
</p>"
5,"<p property=""reviewBody"" id=""review_228506254"">
This is the most beautiful use of stained glass I've ever seen. When the light shines through, the walls sparkle. The outside is very misleading, but once you step inside your view changes. We went just to take a look. The church is unlocked and they don't mind you taking pictures. Just make sure you're quiet and respectful. This is still a church.
</p>"
5,"<p property=""reviewBody"" id=""review_234699165"">
This was quite a surprise. You wouldn't give it 2p from the exterior, but once inside... very beautiful and worth your time.
</p>"
5,"<p property=""reviewBody"" id=""review_229955654"">
You wouldn't say from the exterior...but once inside it´s unique. It's a Brasilia must.<br>No so many tourists as in the Metropolitan Cathedral.
</p>"
5,"<p property=""reviewBody"" id=""review_237956631"">
A peaceful atmosphere is created to the visitants specially during the day, when the blue light filtered by the wall glasses evolve the holy place. At night an impressive and huge gold chandelier with more than 7 thousand pieces of murano lights the unique space with seats for more thas 2 thousand people. A must seeing and unforgetable place!
</p>"
4,"<p property=""reviewBody"" id=""review_238173028"">
A very nice and beautiful church from the inside with its vitraux and an amazing chandeliers. Out of this world.
</p>"
5,"<p property=""reviewBody"" id=""review_243101107"">
That is my preference place to pray. The light, the silence of sound when not in service, we feel like heaven. There is easy parking.
</p>"
4,"<p property=""reviewBody"" id=""review_238757452"">
The Cathedral is one of the postcard views of Brasilia. Yet I rate Dom Bosco higher as a place of atmosphere. Despite the traffic noise there is a sense of peace. I visited several times, most memorably a mass after the Haitian earthquake. I recommend including this on any tour of Brasilia.
</p>"
4,"<p property=""reviewBody"" id=""review_281577477"">
Another excursion out of Fortaleza to see the incredible sand formations that look like rock in multiple colours. The beach was not as nice as Canoa Quebrada in my mind but long and lovely with caves along the way. The dune buggy sped at blazing speed next to the ocean with the music blaring... Awesome experience! We ate a seafood lunch over looking a part of the beach which was more of a cove that you had to climb over some rocks into a type of inlet to reach the water. The ocean was quite rough that day but warm and refreshing. Beautiful day.
</p>"
3,"<p property=""reviewBody"" id=""review_289314133"">
Nice beach in Ceara, Brazil. It has been indeed more attractive in the past, due to its carnivals, inhabitance, but has became so famous then people transformed the paradisiacal place in a local resting beach. Even though, Morro Branco remains a very good place to be visited when in Brazil.
</p>"
5,"<p property=""reviewBody"" id=""review_330983395"">
Safe and beautiful, this Central Park has miles of paved trails for walking, jogging, skating, biking, etc. Great free and awesome
</p>"
5,"<p property=""reviewBody"" id=""review_222892983"">
There are many beatiful places in the world. This is one of them. Wether you take a Buggy tour from the pushy sellers or just stroll along the beach with its colours lagoons and friendly people it stays as a spectacular memory in your mind. BTW I reccomend buying their sandstone creations. It makes for a great memory and you help fine people make a living.
</p>"
5,"<p property=""reviewBody"" id=""review_223481264"">
The amazing beaches are heaven. the sand has like 20 diff types of color and prices are very good plus is a very close beach to fortaleza (40min)
</p>"
4,"<p property=""reviewBody"" id=""review_225930655"">
I visited this beach as part of a 'three beaches' tour. Its really nice and you'll get some great views / photos. Well worth a visit.
</p>"
4,"<p property=""reviewBody"" id=""review_230596117"">
The spot is worth a visit, the geology is interesting and the views beautiful. It is a pity that is so crowded with tourists climbing, jumping, scratching the stones/cliffs. The beach was, for us, unacessible, since we stopped above, on the cliffs. It is no grand canyon, but the sand colours and combination of cliffs and beach is fascinating.
</p>"
5,"<p property=""reviewBody"" id=""review_234629162"">
Worth the money<br>Fantastic pictures for young and old<br>Unfortunately like many touristic places... Only money counts... Just do not hesitate to say no
</p>"
4,"<p property=""reviewBody"" id=""review_237906077"">
just one hour driving from Fortaleza, ideal for a day trip.It is nice to rent a buggy with driver and to know the Falésias.
</p>"
4,"<p property=""reviewBody"" id=""review_240881585"">
Beautiful sights from the top of the red cliffs, where you can overlook the sea and the sky high sand dunes. Totally worth the visit. Take some time to be on your own and enjoy the amazing rocky nature around, even when travelling with others.
</p>"
5,"<p property=""reviewBody"" id=""review_215172384"">
Even if you have been to every church, in every city, ever, don't miss this. I've been to too many religious buildings to count, but this is better than 95% of the rest!
</p>"
4,"<p property=""reviewBody"" id=""review_215444223"">
The cathedral shows how is the architecture at Brasilia, modern, make sure to be quiet and take photos without flash, otherwise you might bother the priest and the people around it
</p>"
4,"<p property=""reviewBody"" id=""review_215912846"">
Modern church with fabulous shimmering Murano glass throughout. Time your visit for Sunday evening mass if you can.
</p>"
5,"<p property=""reviewBody"" id=""review_216483535"">
Blue in all its glory! The Santurario is one of the most beautiful and serene places on earth. I would love to have an entire day to sit inside and experience the changing tones of blue.
</p>"
5,"<p property=""reviewBody"" id=""review_218871302"">
This is really impressive to see. You should come and see it. You will only need to stay for 5 minutes though because there is nothing to do here.
</p>"
5,"<p property=""reviewBody"" id=""review_223854612"">
Make time to visit here! An amazing modern masterpiece of architecture to create a very spiritual experience.
</p>"
4,"<p property=""reviewBody"" id=""review_219086023"">
Beautiful on the inside. A little out of the way, but worth the walk. Thought most of the ""monuments"" in Brasilia were kind of a waste of time. Nice view from the TV tower, but not worth a long wait unless you have time to burn. Inside of this church was really beautiful, though. We couldn't get into the Cathedral Metropolitan, but this was open.
</p>"
5,"<p property=""reviewBody"" id=""review_224222491"">
It looks so unassuming from the outside. But once you enter the church, you are immediately hit by the aura the light from the blue-stained glass creates. You would need to spend a few minutes here to take in the effects of this simple yet clever architecture and how the sunlight mingles with all that blueness...a definitive spiritual experience.<br>Its nothing like anything else you'll see here in Brasilia.
</p>"
4,"<p property=""reviewBody"" id=""review_225986602"">
Huge cube-shaped church with vertical blue stained glass windows. Worth a visit. It's a pity some broken pieces of stained glass were replaced by a different shade of blue.
</p>"
5,"<p property=""reviewBody"" id=""review_224602599"">
This place is different from all the other churches that I have seen. You must visit it when you go to Brasília.
</p>"
5,"<p property=""reviewBody"" id=""review_241763991"">
A most special and beautiful place. 50 shades of red 50shades of blue, wild ocean, buggy rides for those who want a spoil, endless beach for a walk , climbing, swimming, eating, and a short drive from Fortaleza. Just beware the speed signals becausecit is enforced. And as tourustic as it is, still most are Brasilian and the ones trying to make money don't put pressure on you and prices and food are more than OK. A great place for romance and making new friends in a serene environment
</p>"
4,"<p property=""reviewBody"" id=""review_324503057"">
Bigger than the Central Park, this park is very good for a wide variety of outdoor sports, from tennis and sand volley boll to skate, kangoo jumps and bikes. Some tractions are long close, like an wave pool, but there is still a promise that they will be re opened some day. Until den the place has plenty of space for a pic-nik or a barbecue - with some fire places strategically sets -. It also held a Kart track (Carrera), a little Carnival, an area for expositions and eventually musical Shows (just check the city cultural program).
</p>"
5,"<p property=""reviewBody"" id=""review_219264393"">
From Laguna San Pedro resort, à 3 hours excursion by buggy. Followig the beaches at low Tide .<br>Made of 12 different sand Colors , sculpted By Wind and rain. Magnifico!!!<br>An expérience That realy worth every Real.
</p>"
3,"<p property=""reviewBody"" id=""review_186852086"">
This beach goes on for just miles. The Atlantic on one side and high dunes on the other, we just walked and walked. However it is flat and wide so beware of the constant stream of buggies flying past.
</p>"
5,"<p property=""reviewBody"" id=""review_186922288"">
I travelled as a backpacker to Morro branco in 1990. I know very belated review! It was then very basic no real hotels or home comforts! But the place was amazing. I remember walking along the beach for miles. I just wondered if anyone else spotted a gated house just off main beach that was modelled on Dover castle and was called Dover castle. When you are so far away from home it was a surreal experience! I was also interesting to see how things have moved on no sand sellers there in my day!!
</p>"
5,"<p property=""reviewBody"" id=""review_191516841"">
Do not miss it. It is so beautiful. Well taken care. Canyons with different colors of sands. We took a tour but should have rented a car. Roads are in excellent conditions.
</p>"
4,"<p property=""reviewBody"" id=""review_189784764"">
Get around by buggy and dont forget the sunblock. Do not follow all the recommendation from your guide. For example: They will guide you to a specific restaurant, but this is the one they have comission, not the best for you. Walk around and find a better and less crowded place by yourself.
</p>"
3,"<p property=""reviewBody"" id=""review_201920150"">
It is very different and typical of Ceara. You will walk the town and after that do a buggy tour.<br>I liked that is not so turistic place, very raw but nice to be there, good food
</p>"
3,"<p property=""reviewBody"" id=""review_211271792"">
Ok, well not just another beach because there are those colored sands. But dont think you're going to see huge mountains of sand. They are not that tall and the tour doesnt take that long.<br>Loads of natives selling water yelling u won't find more water for another 30 min, but after 10 min theres a guy selling ice cream at the beggining of the ""labyrinth"".<br>If you NEVER EVER been to a beach before you might find it cool. Or if you like true unprepared places: no infrastructure, the guides barely speaks portuguese (in case you're not brazilian) and tons of ppl taking photos that they won't even remember it exists a month later...
</p>"
4,"<p property=""reviewBody"" id=""review_198401728"">
The blue and purple stained glass windows, combined with the stark modernist lines, make this a church very much worth visiting.
</p>"
4,"<p property=""reviewBody"" id=""review_201233175"">
I recommend this as a non religious person. Religious folks can always find a reason to visit a church, but the non observant need more than faith to draw them in. It is quiet and cool during the day providing a a wonderful refuge from the city. <br>Truly magnificent interior with high narrow arches that filter light through cool blue and reddish stained glass slow a real feeling of majesty. The story of Dom Bosco is portrayed in bronzes on the doors and are worth the patience to view. <br>Don't miss a chance to experience it especially if you are not religious as the environment is so calming in theiddlw of the busy city.
</p>"
5,"<p property=""reviewBody"" id=""review_207334241"">
It`s my favorite Catholic church in Brasilia. Although big in size and with a modern architecture, when inside it you feel yourself marvelled by the blue vitraux and the beautiful and huge chandelier. Worth a visit and a pray, no matter what religion you have.
</p>"
